lat,lon,date,label,sample_id
38.92611800440452,-122.14127300702847,2021-07-26,normal,sample_00035
36.72493,-118.92435,2021-10-05,fire,sample_00036
39.517814448929904,-114.36252582200018,2021-08-04,normal,sample_00037
35.40006122342393,-120.21187445949822,2021-08-21,normal,sample_00038
40.65509,-123.23515,2021-08-15,fire,sample_00039
40.95911582886516,-118.44977767793056,2021-08-01,normal,sample_00040
39.98061,-120.21464,2021-07-10,fire,sample_00041
38.143349254123564,-115.77899784530666,2021-08-01,normal,sample_00042
37.18981362764732,-123.65536055505734,2021-07-06,normal,sample_00043
40.09506,-121.35668,2021-07-22,fire,sample_00044
40.02775,-120.18221,2021-07-15,fire,sample_00045
35.65772110522674,-115.12321825570167,2021-07-11,normal,sample_00046
40.04157,-120.25449,2021-07-24,fire,sample_00047
40.08179,-120.77437,2021-08-20,fire,sample_00048
36.07730748262495,-122.27756701577944,2021-08-11,normal,sample_00049
41.53307,-123.38462,2021-08-25,fire,sample_00050
40.10204,-121.29391,2021-07-22,fire,sample_00051
37.82076,-119.56262,2021-07-17,fire,sample_00052
33.362565675315444,-116.49126040427556,2021-09-19,normal,sample_00053
38.30605517069506,-121.98737664555968,2021-07-21,normal,sample_00054
34.35116531488005,-121.2269789413406,2021-09-24,normal,sample_00055
40.1492,-121.14955,2021-08-05,fire,sample_00056
40.33724,-120.85227,2021-08-19,fire,sample_00057
40.58419,-121.32993,2021-08-29,fire,sample_00058
40.08088,-120.67452,2021-08-22,fire,sample_00059
40.18826,-120.85213,2021-08-06,fire,sample_00060
40.32202,-121.25539,2021-08-05,fire,sample_00061
37.24254321707509,-115.21082688418963,2021-09-21,normal,sample_00062
39.4284745106026,-114.2456262597279,2021-09-06,normal,sample_00063
33.847216569394455,-118.59018423061208,2021-08-08,normal,sample_00064
38.69814,-120.58369,2021-08-23,fire,sample_00065
33.09044367348875,-122.04905003531974,2021-08-03,normal,sample_00066
41.39842578019115,-119.89978100174002,2021-09-28,normal,sample_00067
40.54807,-121.34688,2021-08-31,fire,sample_00068
39.23434681128476,-124.01884397161555,2021-07-30,normal,sample_00069
34.52078835559495,-119.19376947491469,2021-07-04,normal,sample_00070
41.70272,-121.99532,2021-07-04,fire,sample_00071
40.03753273861407,-123.36499592276895,2021-10-20,normal,sample_00072
38.72580547178566,-118.8238266499468,2021-07-02,normal,sample_00073
35.10751242940215,-117.76444174461992,2021-08-21,normal,sample_00074
38.188870182969325,-114.20463838014362,2021-10-15,normal,sample_00075
40.229144250761486,-116.83781623971491,2021-09-07,normal,sample_00076
41.00561,-123.20283,2021-09-07,fire,sample_00077
36.95815104637455,-124.1572815185003,2021-08-06,normal,sample_00078
32.771094814326645,-118.23600182262868,2021-08-14,normal,sample_00079
40.17247,-120.90005,2021-08-06,fire,sample_00080
40.359202895424154,-115.35110812343841,2021-07-29,normal,sample_00081
36.83082878550344,-122.98125933090111,2021-07-25,normal,sample_00082
41.182574126159444,-115.47382829733566,2021-07-10,normal,sample_00083
40.69302,-123.1979,2021-08-20,fire,sample_00084
40.13924,-120.65598,2021-08-18,fire,sample_00085
40.72335,-123.07999,2021-08-17,fire,sample_00086
40.00886,-120.70544,2021-08-28,fire,sample_00087
40.16574735535848,-123.35267516142956,2021-07-25,normal,sample_00088
40.03804,-121.03296,2021-07-23,fire,sample_00089
40.2005,-122.88401,2021-08-16,fire,sample_00090
40.37452175940447,-120.29257185635463,2021-07-10,normal,sample_00091
35.84947,-118.59586,2021-09-27,fire,sample_00092
38.602439945041475,-124.237387070162,2021-08-05,normal,sample_00093
40.48861,-121.12207,2021-08-17,fire,sample_00094
40.119,-121.141,2021-08-05,fire,sample_00095
38.83322,-120.0039,2021-08-31,fire,sample_00096
40.50953,-121.32932,2021-08-26,fire,sample_00097
40.49557169289436,-118.38364955185716,2021-07-19,normal,sample_00098
41.31782,-123.23109,2021-08-09,fire,sample_00099
41.43194,-121.88269,2021-08-20,fire,sample_00100
41.20484,-122.85076,2021-09-08,fire,sample_00101
34.28294050748341,-122.11142678343317,2021-07-23,normal,sample_00102
33.95182541670776,-117.35494725828856,2021-09-15,normal,sample_00103
38.88416,-119.94708,2021-09-04,fire,sample_00104
41.947087738370925,-123.28571926769203,2021-10-24,normal,sample_00105
40.31272,-123.07918,2021-08-03,fire,sample_00106
40.882,-123.4769,2021-09-15,fire,sample_00107
40.37166,-121.52769,2021-08-17,fire,sample_00108
41.12012044080312,-116.14071579867556,2021-10-19,normal,sample_00109
40.00494,-121.21709,2021-07-20,fire,sample_00110
38.875504006087624,-114.1271292428023,2021-09-15,normal,sample_00111
39.73580765500181,-119.55974135585785,2021-09-22,normal,sample_00112
40.78963266530323,-115.83826436567864,2021-07-01,normal,sample_00113
34.24502641187587,-119.78955774775211,2021-08-24,normal,sample_00114
39.2243372733475,-118.07738345987752,2021-10-12,normal,sample_00115
35.246951247880034,-122.83934357938097,2021-07-01,normal,sample_00116
35.99177,-118.51364,2021-09-19,fire,sample_00117
37.632364764848575,-114.0009678006533,2021-08-14,normal,sample_00118
35.602940349613185,-121.20388572688722,2021-10-17,normal,sample_00119
40.52824,-121.43027,2021-09-09,fire,sample_00120
40.32542,-120.86816,2021-08-20,fire,sample_00121
41.79926369566209,-114.77314667841466,2021-10-17,normal,sample_00122
35.70128677869355,-115.25664021253863,2021-09-28,normal,sample_00123
38.68899,-120.5771,2021-08-22,fire,sample_00124
40.02632,-120.28622,2021-09-05,fire,sample_00125
34.82856865339644,-123.54106769037466,2021-09-25,normal,sample_00126
40.70819,-123.26894,2021-08-05,fire,sample_00127
32.92577962815427,-119.05638637916235,2021-09-18,normal,sample_00128
35.34758700790303,-122.29308180873225,2021-10-09,normal,sample_00129
38.74327,-120.11322,2021-09-22,fire,sample_00130
35.41427634241535,-124.35641812310637,2021-08-22,normal,sample_00131
41.47842,-121.87678,2021-08-20,fire,sample_00132
41.07382,-122.93451,2021-08-26,fire,sample_00133
33.30585584073296,-114.504003544249,2021-07-31,normal,sample_00134
41.59756,-121.85345,2021-08-06,fire,sample_00135
40.1042,-121.10061,2021-08-09,fire,sample_00136
38.70816,-120.10086,2021-08-31,fire,sample_00137
40.49532,-121.39525,2021-08-25,fire,sample_00138
40.29613,-120.88958,2021-08-17,fire,sample_00139
40.7598,-123.48084,2021-08-17,fire,sample_00140
40.185,-121.30584,2021-07-29,fire,sample_00141
40.41911,-121.11555,2021-08-08,fire,sample_00142
41.10278,-123.09848,2021-08-08,fire,sample_00143
34.7986480462089,-115.68809711401173,2021-09-18,normal,sample_00144
40.27206,-120.87759,2021-08-15,fire,sample_00145
41.79648084020084,-118.4186069464293,2021-09-08,normal,sample_00146
40.673254309301406,-119.19320488997113,2021-08-02,normal,sample_00147
39.96001,-121.22766,2021-07-20,fire,sample_00148
40.84647,-123.17622,2021-09-14,fire,sample_00149
33.30412925243077,-114.0813000363502,2021-10-25,normal,sample_00150
37.73876818573978,-120.80598946005124,2021-08-28,normal,sample_00151
37.01023906755769,-118.72706226830309,2021-08-03,normal,sample_00152
38.07048410516834,-115.07285972217399,2021-08-21,normal,sample_00153
37.59788046422237,-116.49700910041692,2021-07-24,normal,sample_00154
36.71297,-118.9035,2021-10-02,fire,sample_00155
38.67698,-120.32404,2021-08-21,fire,sample_00156
33.60886556194436,-115.04950823148054,2021-09-03,normal,sample_00157
40.69633,-123.23103,2021-08-10,fire,sample_00158
40.72462,-123.39112,2021-08-10,fire,sample_00159
40.01080841562031,-116.02128152345024,2021-07-25,normal,sample_00160
40.02108,-120.80369,2021-08-30,fire,sample_00161
40.73672,-122.32336,2021-08-01,fire,sample_00162
38.552559138899184,-115.7918450615917,2021-07-06,normal,sample_00163
35.990755381033765,-122.30017617689938,2021-08-04,normal,sample_00164
41.06468,-122.7915,2021-09-08,fire,sample_00165
40.4935,-121.32283,2021-08-16,fire,sample_00166
40.05612,-120.24512,2021-09-06,fire,sample_00167
35.23372545216194,-114.58705904464472,2021-09-20,normal,sample_00168
39.266057181520004,-123.8818254477986,2021-07-09,normal,sample_00169
40.19319,-121.18171,2021-07-24,fire,sample_00170
41.12606,-122.95332,2021-08-13,fire,sample_00171
35.254085138808826,-120.25378814888175,2021-08-01,normal,sample_00172
38.743570281794106,-124.41785737490234,2021-10-13,normal,sample_00173
40.56751,-121.40591,2021-09-09,fire,sample_00174
40.55015,-121.3968,2021-09-22,fire,sample_00175
40.498635874647576,-119.56177821976301,2021-10-04,normal,sample_00176
38.67087,-120.35609,2021-08-23,fire,sample_00177
40.09975,-121.11138,2021-08-19,fire,sample_00178
35.87294,-118.59756,2021-09-25,fire,sample_00179
38.82743,-120.15029,2021-09-21,fire,sample_00180
40.49049,-121.3549,2021-08-19,fire,sample_00181
41.34212105433615,-119.16347063827462,2021-10-21,normal,sample_00182
41.544594077110744,-121.36456715008997,2021-08-19,normal,sample_00183
40.223155436091005,-117.28799995739747,2021-10-29,normal,sample_00184
32.991288443322205,-121.20714949741784,2021-07-07,normal,sample_00185
42.05560008807932,-118.66443260424101,2021-09-30,normal,sample_00186
32.887118335864216,-121.8834180635703,2021-10-17,normal,sample_00187
33.10366821058363,-119.68800201250485,2021-09-11,normal,sample_00188
38.72753,-119.6949,2021-07-20,fire,sample_00189
40.678445120520315,-114.48898144606389,2021-08-23,normal,sample_00190
39.49095427875969,-121.68184685048314,2021-10-18,normal,sample_00191
40.32228,-120.79356,2021-08-16,fire,sample_00192
37.81654,-118.86105,2021-07-15,fire,sample_00193
33.90784472481741,-121.5415591496921,2021-07-27,normal,sample_00194
40.51996,-121.46323,2021-09-05,fire,sample_00195
33.151588532487935,-121.4998544159369,2021-08-04,normal,sample_00196
40.91669311227919,-114.55703082437105,2021-07-11,normal,sample_00197
41.943290209692314,-116.2823288632093,2021-08-14,normal,sample_00198
41.59353,-123.37214,2021-09-02,fire,sample_00199
39.94667,-121.31351,2021-07-18,fire,sample_00200
35.10244969192314,-123.77108207604039,2021-10-07,normal,sample_00201
35.47779018741387,-116.56987485766432,2021-08-26,normal,sample_00202
35.66495,-118.51056,2021-08-19,fire,sample_00203
40.05779,-120.4136,2021-09-02,fire,sample_00204
39.97811,-120.22593,2021-07-11,fire,sample_00205
41.03249,-123.10098,2021-08-21,fire,sample_00206
39.89135,-120.04201,2021-07-11,fire,sample_00207
40.62212,-123.27747,2021-09-06,fire,sample_00208
36.47832943759721,-114.62618145733308,2021-09-25,normal,sample_00209
38.39865801922355,-116.35521783316872,2021-08-18,normal,sample_00210
36.76999030942092,-119.85142945779705,2021-10-19,normal,sample_00211
39.81510141966409,-118.13366466194888,2021-10-10,normal,sample_00212
40.28833,-122.86945,2021-08-16,fire,sample_00213
37.85517,-119.62753,2021-08-18,fire,sample_00214
38.69036,-120.24936,2021-08-24,fire,sample_00215
41.54157935538416,-117.35702419230655,2021-07-15,normal,sample_00216
36.5046,-118.7322,2021-09-14,fire,sample_00217
32.678389978369864,-115.56499521871918,2021-07-24,normal,sample_00218
35.97952,-118.66372,2021-09-24,fire,sample_00219
41.49792,-123.4157,2021-09-01,fire,sample_00220
37.3998844961776,-117.85412101445914,2021-08-12,normal,sample_00221
39.92182,-120.66592,2021-08-31,fire,sample_00222
34.77545098189372,-123.03485175048598,2021-07-14,normal,sample_00223
33.01621874967398,-120.49299749168136,2021-08-29,normal,sample_00224
39.53882602562015,-117.58206717751658,2021-08-06,normal,sample_00225
38.308570754969786,-122.70304419391998,2021-10-02,normal,sample_00226
35.66496708759248,-123.52616864450845,2021-07-13,normal,sample_00227
39.95031,-120.36359,2021-09-05,fire,sample_00228
40.56419267727293,-119.16953973923484,2021-07-26,normal,sample_00229
38.70802,-119.68401,2021-07-28,fire,sample_00230
39.16292161768567,-118.67866898449867,2021-07-25,normal,sample_00231
40.60362,-123.23369,2021-09-04,fire,sample_00232
35.04747252410359,-119.40075906511575,2021-08-19,normal,sample_00233
35.06081986979769,-114.26990322342125,2021-09-09,normal,sample_00234
36.47507,-118.70958,2021-09-29,fire,sample_00235
34.82043847046236,-123.42066697244626,2021-10-08,normal,sample_00236
38.75231,-120.30694,2021-08-22,fire,sample_00237
38.57999975982338,-121.74946974443934,2021-10-03,normal,sample_00238
40.89436,-123.44253,2021-09-13,fire,sample_00239
36.30433263587921,-121.64141497198524,2021-09-08,normal,sample_00240
37.120712693047,-122.5060723936898,2021-07-28,normal,sample_00241
39.102890350432006,-122.93493000247554,2021-07-05,normal,sample_00242
41.82298,-120.65801,2021-07-06,fire,sample_00243
40.52203,-121.21603,2021-08-31,fire,sample_00244
35.095352014214924,-122.23920549787032,2021-10-06,normal,sample_00245
40.95182248482689,-121.93943388849496,2021-08-29,normal,sample_00246
35.31921378328598,-118.74665926207517,2021-07-01,normal,sample_00247
41.02346,-123.13018,2021-08-22,fire,sample_00248
36.49672,-118.6935,2021-10-03,fire,sample_00249
40.0652,-120.79553,2021-08-20,fire,sample_00250
32.54486,-116.52715,2021-07-05,fire,sample_00251
40.39822,-121.09178,2021-08-10,fire,sample_00252
34.726692223444516,-118.70408142143353,2021-07-21,normal,sample_00253
41.64267,-121.71256,2021-09-08,fire,sample_00254
40.27395,-120.85839,2021-08-11,fire,sample_00255
39.20765704054795,-117.322749511865,2021-07-10,normal,sample_00256
40.43856,-121.07858,2021-08-09,fire,sample_00257
40.18644,-121.27347,2021-08-03,fire,sample_00258
36.61878,-118.81781,2021-10-02,fire,sample_00259
36.50035,-118.76859,2021-09-14,fire,sample_00260
37.84407711050454,-116.98179406431477,2021-09-28,normal,sample_00261
40.508798554889964,-118.46040935319073,2021-10-30,normal,sample_00262
40.36459,-123.09909,2021-08-03,fire,sample_00263
34.65807159770199,-123.43948499119784,2021-08-05,normal,sample_00264
37.160966950262285,-116.17420488461067,2021-07-12,normal,sample_00265
36.64284,-118.73091,2021-10-02,fire,sample_00266
40.10583,-120.24026,2021-09-06,fire,sample_00267
36.5575,-118.89275,2021-10-04,fire,sample_00268
39.62639312628858,-118.84073845849345,2021-10-04,normal,sample_00269
40.90076597678489,-121.19588225161598,2021-09-22,normal,sample_00270
35.882099990700894,-120.88846491397081,2021-08-03,normal,sample_00271
40.23921,-120.50661,2021-08-17,fire,sample_00272
38.71763,-119.5782,2021-07-23,fire,sample_00273
35.16437769480157,-119.89906198341905,2021-09-08,normal,sample_00274
36.68962522287597,-121.57935598935458,2021-09-13,normal,sample_00275
41.102918601362646,-116.69161785732436,2021-08-30,normal,sample_00276
39.96086,-120.24976,2021-07-12,fire,sample_00277
34.51327,-120.11536,2021-10-13,fire,sample_00278
38.9002950423555,-115.49380250879629,2021-08-12,normal,sample_00279
41.19720996709165,-118.28512585590694,2021-09-23,normal,sample_00280
40.09538,-121.07208,2021-08-10,fire,sample_00281
33.63798963362726,-117.96630190977233,2021-07-04,normal,sample_00282
36.58358477636237,-114.5368178973012,2021-10-26,normal,sample_00283
37.387314362143314,-121.57598872837225,2021-09-01,normal,sample_00284
39.466887088331234,-121.20638820095259,2021-09-16,normal,sample_00285
38.96398502800224,-115.13211453909912,2021-07-12,normal,sample_00286
36.48211,-118.71983,2021-09-23,fire,sample_00287
40.50499,-121.22859,2021-09-05,fire,sample_00288
32.775628694358126,-119.5577547785971,2021-07-26,normal,sample_00289
40.80856,-123.21807,2021-08-20,fire,sample_00290
38.61976,-120.50368,2021-08-18,fire,sample_00291
38.69113,-120.22376,2021-08-27,fire,sample_00292
40.71643,-123.35167,2021-08-11,fire,sample_00293
36.64366,-118.76049,2021-10-01,fire,sample_00294
40.52729,-123.25209,2021-09-12,fire,sample_00295
40.36778607900632,-118.44940666167116,2021-10-06,normal,sample_00296
40.25108,-120.80315,2021-08-07,fire,sample_00297
36.85947167173694,-122.89359293451447,2021-07-23,normal,sample_00298
37.42048565804523,-123.22945594338321,2021-07-29,normal,sample_00299
32.45227,-116.96336,2021-10-17,fire,sample_00300
33.44855787167878,-124.23037653227661,2021-08-09,normal,sample_00301
36.959100831115414,-120.21234501898483,2021-08-11,normal,sample_00302
37.307819659867654,-120.91707266395653,2021-10-17,normal,sample_00303
38.73904,-120.13047,2021-09-03,fire,sample_00304
36.79807993297382,-115.74184052027212,2021-07-21,normal,sample_00305
40.43785,-121.31438,2021-08-16,fire,sample_00306
36.50871264329323,-119.59624098561491,2021-10-02,normal,sample_00307
40.52097,-121.27731,2021-08-11,fire,sample_00308
40.87989,-123.2776,2021-08-29,fire,sample_00309
40.20194,-122.90189,2021-08-16,fire,sample_00310
38.27715911783502,-114.3807851869373,2021-09-30,normal,sample_00311
41.64894755223898,-114.81444215350811,2021-10-26,normal,sample_00312
39.4245593629847,-115.67469053784313,2021-10-26,normal,sample_00313
35.91136550402203,-114.02807933111382,2021-07-18,normal,sample_00314
40.47165,-121.32014,2021-08-15,fire,sample_00315
37.470992340660004,-114.68558429376752,2021-07-27,normal,sample_00316
40.06505,-121.13956,2021-07-30,fire,sample_00317
36.39361771555007,-117.46597514247394,2021-10-03,normal,sample_00318
36.62808437464693,-115.95042808232367,2021-07-12,normal,sample_00319
36.33603,-118.53399,2021-09-02,fire,sample_00320
37.307081532273024,-123.1092060111521,2021-08-14,normal,sample_00321
36.68580446505025,-117.0904918090201,2021-09-10,normal,sample_00322
37.620739505819245,-116.78634236205825,2021-10-11,normal,sample_00323
38.57315,-120.45783,2021-08-19,fire,sample_00324
37.3424050486617,-123.54545117217516,2021-07-07,normal,sample_00325
37.567249844436304,-123.17951462903537,2021-09-23,normal,sample_00326
41.65201449695448,-115.30354412602897,2021-08-03,normal,sample_00327
39.36083821524634,-122.36222822056175,2021-09-20,normal,sample_00328
38.71313,-119.80443,2021-07-17,fire,sample_00329
32.968763379730134,-120.52078225074239,2021-08-19,normal,sample_00330
41.07323,-122.83834,2021-09-18,fire,sample_00331
41.55777,-121.86254,2021-08-06,fire,sample_00332
40.00228,-120.93335,2021-07-25,fire,sample_00333
38.12777737075569,-124.16628186544128,2021-07-12,normal,sample_00334
40.82407361345056,-119.34577370750033,2021-10-20,normal,sample_00335
41.65416,-123.28043,2021-09-02,fire,sample_00336
40.37953,-121.06911,2021-08-15,fire,sample_00337
34.478097031493256,-123.11072558838724,2021-10-28,normal,sample_00338
37.51843573795706,-118.1307638664324,2021-07-28,normal,sample_00339
40.64777,-123.08101,2021-08-16,fire,sample_00340
39.38472424181069,-119.36993260808774,2021-10-06,normal,sample_00341
32.49615,-116.79599,2021-07-21,fire,sample_00342
40.49735,-121.34187,2021-09-07,fire,sample_00343
40.17323,-122.87461,2021-08-18,fire,sample_00344
34.7813031402088,-114.686470274553,2021-08-05,normal,sample_00345
37.76868766359942,-120.89054736146487,2021-10-04,normal,sample_00346
38.66486,-120.33311,2021-08-19,fire,sample_00347
41.81288592691561,-122.62503793018914,2021-08-03,normal,sample_00348
35.09844986983743,-115.37234663167419,2021-10-06,normal,sample_00349
40.12996,-121.13618,2021-08-05,fire,sample_00350
41.410460882121114,-116.56971543532404,2021-09-27,normal,sample_00351
40.10231,-121.19762,2021-07-21,fire,sample_00352
38.58531593672872,-116.45895631487976,2021-09-05,normal,sample_00353
35.0278893416691,-121.86026139989012,2021-07-16,normal,sample_00354
41.54152,-121.94912,2021-08-10,fire,sample_00355
34.117407992107694,-120.17090869128512,2021-07-23,normal,sample_00356
33.48511693561268,-120.6887019446002,2021-10-15,normal,sample_00357
34.53026718751161,-121.09503128863912,2021-10-07,normal,sample_00358
41.71963940198141,-117.82635638593482,2021-10-15,normal,sample_00359
40.04986,-121.00117,2021-07-24,fire,sample_00360
33.510968852375306,-115.8973376697336,2021-08-09,normal,sample_00361
41.07946,-122.9451,2021-08-19,fire,sample_00362
40.02123,-120.56822,2021-08-31,fire,sample_00363
40.17445,-120.632,2021-08-15,fire,sample_00364
40.32089007429021,-119.66681603587111,2021-08-09,normal,sample_00365
40.62087,-121.33957,2021-08-27,fire,sample_00366
41.998376501174974,-117.78000252153203,2021-09-10,normal,sample_00367
40.09792,-121.06285,2021-08-11,fire,sample_00368
38.6618,-120.20818,2021-08-28,fire,sample_00369
36.17792508286933,-116.41714439069604,2021-10-30,normal,sample_00370
40.30025,-120.83381,2021-08-17,fire,sample_00371
38.72634,-119.66027,2021-07-25,fire,sample_00372
41.05505,-123.20466,2021-09-17,fire,sample_00373
34.77466597396884,-119.64626777556329,2021-08-04,normal,sample_00374
40.43943,-121.11423,2021-08-08,fire,sample_00375
36.47456978616573,-119.35288209760071,2021-08-25,normal,sample_00376
39.36795538034019,-120.46822609237611,2021-08-21,normal,sample_00377
39.14657296903029,-115.50431366080869,2021-10-06,normal,sample_00378
33.50957762726027,-114.54855126672516,2021-08-29,normal,sample_00379
35.370198492261856,-118.39366635401015,2021-08-30,normal,sample_00380
33.5629001552871,-115.1519832016409,2021-08-01,normal,sample_00381
40.48139,-121.27399,2021-08-07,fire,sample_00382
41.568377333763145,-115.9575566352513,2021-09-09,normal,sample_00383
39.99003,-121.12048,2021-07-23,fire,sample_00384
41.82731455904011,-116.49939690995332,2021-09-03,normal,sample_00385
34.4296,-118.64474,2021-09-19,fire,sample_00386
40.1551,-120.69479,2021-08-17,fire,sample_00387
40.36284,-121.32699,2021-08-14,fire,sample_00388
32.51897441274242,-121.51443706505994,2021-08-31,normal,sample_00389
36.83507835393338,-114.7453075170921,2021-10-28,normal,sample_00390
38.02585237759811,-117.62559095111774,2021-08-29,normal,sample_00391
34.849040387781834,-115.4519088714111,2021-07-15,normal,sample_00392
42.06213554419442,-123.73076242845386,2021-07-28,normal,sample_00393
34.009451055441026,-121.27007596755055,2021-10-04,normal,sample_00394
33.51965810306529,-123.37612223405111,2021-09-09,normal,sample_00395
33.17708121283369,-122.5488379097024,2021-09-15,normal,sample_00396
36.3929573709416,-119.29757527987445,2021-09-23,normal,sample_00397
40.42778,-121.12244,2021-08-09,fire,sample_00398
39.184810221087666,-116.44756996725947,2021-07-22,normal,sample_00399
38.251550112730044,-122.1843437095999,2021-07-29,normal,sample_00400
32.78698031767882,-120.74300306137053,2021-09-26,normal,sample_00401
38.65655,-120.18977,2021-08-30,fire,sample_00402
40.26064,-122.79797,2021-08-16,fire,sample_00403
39.544675376024294,-121.0120525865625,2021-10-28,normal,sample_00404
36.539385341528956,-114.97802533021081,2021-08-27,normal,sample_00405
36.98990600332046,-115.03760132880333,2021-10-10,normal,sample_00406
41.35567631297732,-119.8471271769387,2021-10-19,normal,sample_00407
37.7547941233503,-115.79125102534356,2021-09-18,normal,sample_00408
36.64828,-118.93328,2021-10-05,fire,sample_00409
32.75596216404297,-123.57537217585423,2021-08-02,normal,sample_00410
40.22667,-121.41463,2021-08-08,fire,sample_00411
37.6859323618512,-122.18537346857269,2021-09-14,normal,sample_00412
33.22625481144343,-121.89399497029378,2021-09-10,normal,sample_00413
40.03965,-120.30639,2021-09-03,fire,sample_00414
39.898762905650315,-114.15517403306204,2021-10-18,normal,sample_00415
35.84534,-118.55957,2021-09-27,fire,sample_00416
32.493796086200895,-123.70993946922545,2021-10-22,normal,sample_00417
38.61628,-120.62729,2021-08-25,fire,sample_00418
33.60623048429467,-117.26888109227302,2021-09-28,normal,sample_00419
34.50695,-120.06224,2021-10-12,fire,sample_00420
38.74501,-119.64733,2021-07-22,fire,sample_00421
40.21188,-121.39447,2021-08-10,fire,sample_00422
40.62951,-123.19213,2021-08-18,fire,sample_00423
32.66288984950103,-117.75112869590197,2021-07-18,normal,sample_00424
37.06917665431908,-115.42117086268274,2021-10-24,normal,sample_00425
38.06652266625202,-119.22007097934511,2021-10-18,normal,sample_00426
36.47864,-118.7328,2021-09-15,fire,sample_00427
40.39513092280409,-114.8274784458398,2021-08-26,normal,sample_00428
36.42007780667788,-117.88746350225401,2021-07-25,normal,sample_00429
32.40554739244105,-121.09636140145093,2021-07-03,normal,sample_00430
40.5507,-121.24538,2021-08-18,fire,sample_00431
37.10170443041498,-124.19687085436253,2021-09-19,normal,sample_00432
40.16829,-120.49253,2021-08-18,fire,sample_00433
38.1086938455947,-119.99728672052552,2021-09-11,normal,sample_00434
35.86309,-118.62182,2021-09-25,fire,sample_00435
41.51508,-121.8207,2021-08-06,fire,sample_00436
37.68225507349261,-117.69983540427395,2021-10-25,normal,sample_00437
39.65690523354123,-122.6727128962956,2021-09-11,normal,sample_00438
40.33553,-120.81522,2021-08-16,fire,sample_00439
34.574955007481556,-123.77950711024592,2021-10-31,normal,sample_00440
40.76654,-123.40551,2021-08-05,fire,sample_00441
41.54362,-121.93438,2021-08-05,fire,sample_00442
41.519,-121.95173,2021-08-11,fire,sample_00443
38.8249,-120.03645,2021-09-01,fire,sample_00444
40.73509,-122.25034,2021-09-25,fire,sample_00445
39.89323,-120.29569,2021-07-09,fire,sample_00446
38.60425,-120.53497,2021-08-18,fire,sample_00447
39.92719914199858,-122.0949952443769,2021-07-05,normal,sample_00448
38.75143,-120.27007,2021-08-24,fire,sample_00449
40.06821,-120.75256,2021-08-20,fire,sample_00450
41.42152,-123.31487,2021-09-15,fire,sample_00451
36.45287,-118.71231,2021-09-25,fire,sample_00452
40.99836,-123.18667,2021-09-07,fire,sample_00453
39.90941,-120.58801,2021-09-02,fire,sample_00454
40.5056,-121.32201,2021-08-18,fire,sample_00455
33.57717841213703,-123.09993939165119,2021-08-29,normal,sample_00456
38.72202015586573,-116.58055135737497,2021-10-30,normal,sample_00457
40.96655,-123.5671,2021-11-02,fire,sample_00458
36.6725473419193,-122.56418146090414,2021-07-07,normal,sample_00459
34.62296,-117.09977,2021-08-08,fire,sample_00460
36.59177,-118.91522,2021-09-26,fire,sample_00461
41.06527,-123.04716,2021-08-08,fire,sample_00462
33.38844266282597,-116.38895070801215,2021-10-17,normal,sample_00463
39.49950366999289,-115.93175583908908,2021-10-06,normal,sample_00464
